,word1,word2,bigram,freq.w1,freq.w2,freq.bi,human.eval
5259,말NNG을JKO,더듬VV,말NNG을JKO 더듬VV,480,3,2,TRUE
5264,제품NNG을JKO,권하VV,제품NNG을JKO 권하VV,19,5,2,FALSE
5279,힘NNG을JKO,싣VV,힘NNG을JKO 싣VV,48,8,3,TRUE
5298,전화NNG을JKO,받VV,전화NNG을JKO 받VV,100,426,4,TRUE
5305,물건NNG을JKO,찾VV,물건NNG을JKO 찾VV,15,136,3,FALSE
5314,맛NNG을JKO,보VV,맛NNG을JKO 보VV,15,1238,3,TRUE
5321,자식NNG을JKO,낳VV,자식NNG을JKO 낳VV,4,18,2,FALSE
5330,자랑NNG을JKO,하VV,자랑NNG을JKO 하VV,4,7312,3,TRUE
5332,물건NNG을JKO,팔VV,물건NNG을JKO 팔VV,15,41,2,FALSE
5333,창고NNG을JKO,내려가VV,창고NNG을JKO 내려가VV,2,6,2,FALSE
5335,물건NNG을JKO,갖VV,물건NNG을JKO 갖VV,15,306,2,FALSE
5348,직업NNG을JKO,가지VV,직업NNG을JKO 가지VV,5,568,3,FALSE
5361,얼굴NNG을JKO,알VV,얼굴NNG을JKO 알VV,23,285,2,FALSE
5371,의식NNG을JKO,느끼VV,의식NNG을JKO 느끼VV,13,87,2,FALSE
5388,당황NNG을JKO,하VV,당황NNG을JKO 하VV,7,7312,7,TRUE
5428,친구NNG을JKO,만나VV,친구NNG을JKO 만나VV,27,108,7,FALSE
5429,시간NNG을JKO,아끼VV,시간NNG을JKO 아끼VV,89,2,2,FALSE
5432,핑계NNG을JKO,대VV,핑계NNG을JKO 대VV,5,27,5,TRUE
5450,골목대장NNG을JKO,하VV,골목대장NNG을JKO 하VV,2,7312,2,FALSE
5467,꿈NNG을JKO,꾸VV,꿈NNG을JKO 꾸VV,21,8,7,TRUE
5469,전학NNG을JKO,오VV,전학NNG을JKO 오VV,3,39,3,TRUE
5474,시비NNG을JKO,걸VV,시비NNG을JKO 걸VV,2,41,2,TRUE
5475,농담NNG을JKO,하VV,농담NNG을JKO 하VV,2,7312,2,TRUE
5483,밥NNG을JKO,달VV,밥NNG을JKO 달VV,52,24,2,FALSE
5486,이사NNG을JKO,하VV,이사NNG을JKO 하VV,9,7312,2,TRUE
5494,공부NNG을JKO,시키VV,공부NNG을JKO 시키VV,151,200,5,FALSE
5504,뽑기NNG을JKO,먹VV,뽑기NNG을JKO 먹VV,3,244,2,FALSE
5510,국민체조NNG을JKO,하VV,국민체조NNG을JKO 하VV,2,7312,2,FALSE
5518,학교NNG을JKO,갔다오VV,학교NNG을JKO 갔다오VV,47,15,2,FALSE
5519,닭NNG을JKO,죽이VV,닭NNG을JKO 죽이VV,9,21,2,FALSE
5529,학생NNG을JKO,가VV,학생NNG을JKO 가VV,8,336,2,FALSE
5532,수업NNG을JKO,듣VV,수업NNG을JKO 듣VV,66,268,25,TRUE
5560,숙박NNG을JKO,하VV,숙박NNG을JKO 하VV,2,7312,2,TRUE
5561,주차NNG을JKO,하VV,주차NNG을JKO 하VV,3,7312,3,TRUE
5565,눈NNG을JKO,뜨VV,눈NNG을JKO 뜨VV,23,16,8,TRUE
5572,소설NNG을JKO,쓰VV,소설NNG을JKO 쓰VV,4,509,3,FALSE
5575,대학NNG을JKO,다니VV,대학NNG을JKO 다니VV,31,49,3,FALSE
5589,나라NNG을JKO,갔다오VV,나라NNG을JKO 갔다오VV,16,15,2,FALSE
5592,진로NNG을JKO,돕VV,진로NNG을JKO 돕VV,4,24,2,FALSE
5593,학생NNG들XSN을JKO,모으VV,학생NNG들XSN을JKO 모으VV,14,34,2,FALSE
5597,비행기NNG을JKO,갈아타VV,비행기NNG을JKO 갈아타VV,9,4,4,FALSE
5599,시차NNG을JKO,감안NNG하XSV,시차NNG을JKO 감안NNG하XSV,4,7,4,FALSE
5601,시간NNG을JKO,달리VV,시간NNG을JKO 달리VV,89,10,2,FALSE
5603,사진NNG을JKO,뽑VV,사진NNG을JKO 뽑VV,18,55,2,TRUE
5606,복장NNG을JKO,사VV,복장NNG을JKO 사VV,4,157,2,FALSE
5607,옷NNG을JKO,팔VV,옷NNG을JKO 팔VV,76,41,2,FALSE
5609,의상NNG을JKO,사VV,의상NNG을JKO 사VV,8,157,2,FALSE
5612,컨퍼런스NNG을JKO,하VV,컨퍼런스NNG을JKO 하VV,4,7312,4,FALSE
5613,건물NNG을JKO,빌리VV,건물NNG을JKO 빌리VV,7,16,4,FALSE
5616,일NNG을JKO,논의NNG하XSV,일NNG을JKO 논의NNG하XSV,183,9,2,FALSE
5618,취직NNG을JKO,하VV,취직NNG을JKO 하VV,7,7312,6,TRUE
5622,의사소통NNG을JKO,하VV,의사소통NNG을JKO 하VV,4,7312,4,TRUE
5627,젖소NNG을JKO,키우VV,젖소NNG을JKO 키우VV,2,29,2,FALSE
5630,관계NNG을JKO,다지VV,관계NNG을JKO 다지VV,65,5,2,FALSE
5631,정도NNG을JKO,가지VV,정도NNG을JKO 가지VV,33,568,3,FALSE
5632,사역NNG을JKO,하VV,사역NNG을JKO 하VV,4,7312,4,FALSE
5637,교육NNG을JKO,위하VV,교육NNG을JKO 위하VV,80,245,3,FALSE
5639,의식NNG을JKO,가지VV,의식NNG을JKO 가지VV,13,568,2,FALSE
5640,도움NNG을JKO,베풀VV,도움NNG을JKO 베풀VV,30,4,2,TRUE
5641,투자NNG을JKO,하VV,투자NNG을JKO 하VV,5,7312,5,FALSE
5642,결과NNG을JKO,가지VV,결과NNG을JKO 가지VV,26,568,2,FALSE
5644,시행착오NNG을JKO,겪VV,시행착오NNG을JKO 겪VV,3,14,3,TRUE
5645,이론NNG을JKO,배우VV,이론NNG을JKO 배우VV,5,106,3,FALSE
5647,훈련NNG을JKO,받VV,훈련NNG을JKO 받VV,23,426,14,TRUE
5648,경험NNG을JKO,쌓VV,경험NNG을JKO 쌓VV,21,14,2,TRUE
5651,결과NNG을JKO,보VV,결과NNG을JKO 보VV,26,1238,5,FALSE
5653,시간NNG을JKO,들이VV,시간NNG을JKO 들이VV,89,14,3,FALSE
5654,하나NNG을JKO,넘VV,하나NNG을JKO 넘VV,4,25,2,FALSE
5657,학위NNG을JKO,하VV,학위NNG을JKO 하VV,4,7312,2,FALSE
5658,글NNG들XSN을JKO,만들VV,글NNG들XSN을JKO 만들VV,2,344,2,FALSE
5659,시간NNG을JKO,보내VV,시간NNG을JKO 보내VV,89,72,5,TRUE
5660,차NNG을JKO,마시VV,차NNG을JKO 마시VV,44,46,2,FALSE
5661,관계NNG을JKO,쌓VV,관계NNG을JKO 쌓VV,65,14,2,TRUE
5663,음성NNG을JKO,분석NNG하XSV,음성NNG을JKO 분석NNG하XSV,9,16,2,FALSE
5664,글자NNG을JKO,만들VV,글자NNG을JKO 만들VV,13,344,5,FALSE
5665,차용NNG을JKO,하VV,차용NNG을JKO 하VV,4,7312,4,TRUE
5666,글NNG을JKO,만들VV,글NNG을JKO 만들VV,38,344,3,FALSE
5669,문법책NNG을JKO,만들VV,문법책NNG을JKO 만들VV,2,344,2,FALSE
5670,촌장NNG을JKO,비롯XR하XSV,촌장NNG을JKO 비롯XR하XSV,2,9,2,FALSE
5678,하나NNG을JKO,결정NNG하XSV,하나NNG을JKO 결정NNG하XSV,4,22,2,FALSE
5684,샘플NNG을JKO,가지VV,샘플NNG을JKO 가지VV,2,568,2,FALSE
5686,애기NNG을JKO,듣VV,애기NNG을JKO 듣VV,10,268,2,FALSE
5687,학급NNG을JKO,열VV,학급NNG을JKO 열VV,4,52,2,FALSE
5688,학급NNG을JKO,만들VV,학급NNG을JKO 만들VV,4,344,2,FALSE
5690,견학NNG을JKO,가VV,견학NNG을JKO 가VV,4,336,4,TRUE
5697,언어NNG을JKO,전공NNG하XSV,언어NNG을JKO 전공NNG하XSV,65,21,2,FALSE
5702,소NNG을JKO,키우VV,소NNG을JKO 키우VV,2,29,2,FALSE
5705,원칙NNG을JKO,결정NNG하XSV,원칙NNG을JKO 결정NNG하XSV,4,22,2,FALSE
5707,말NNG을JKO,나타내VV,말NNG을JKO 나타내VV,480,61,2,FALSE
5712,초대NNG을JKO,하VV,초대NNG을JKO 하VV,4,7312,3,TRUE
5713,처제NNG을JKO,부르VV,처제NNG을JKO 부르VV,2,49,2,FALSE
5714,아내NNG을JKO,보VV,아내NNG을JKO 보VV,3,1238,2,FALSE
5715,융통NNG성XSN을JKO,발휘XR하XSV,융통NNG성XSN을JKO 발휘XR하XSV,2,2,2,FALSE
5716,남자NNG들XSN을JKO,보VV,남자NNG들XSN을JKO 보VV,3,1238,2,FALSE
5717,사모NNG님XSN을JKO,뵙VV,사모NNG님XSN을JKO 뵙VV,2,2,2,FALSE
5718,손님NNG을JKO,대접NNG하XSV,손님NNG을JKO 대접NNG하XSV,8,5,2,TRUE
5719,여자NNG들XSN을JKO,만나VV,여자NNG들XSN을JKO 만나VV,2,108,2,FALSE
5723,인권NNG을JKO,개선NNG하XSV,인권NNG을JKO 개선NNG하XSV,5,6,2,FALSE
5724,인권NNG을JKO,신장NNG하XSV,인권NNG을JKO 신장NNG하XSV,5,2,2,FALSE
5725,정서NNG을JKO,고려NNG하XSV,정서NNG을JKO 고려NNG하XSV,2,29,2,FALSE
5728,암살NNG을JKO,당하VV,암살NNG을JKO 당하VV,2,30,2,TRUE
5730,속도NNG을JKO,조절NNG하XSV,속도NNG을JKO 조절NNG하XSV,5,9,2,FALSE
5733,자살NNG을JKO,하VV,자살NNG을JKO 하VV,12,7312,9,TRUE
5738,교육NNG을JKO,시키VV,교육NNG을JKO 시키VV,80,200,11,TRUE
5741,발견NNG을JKO,하VV,발견NNG을JKO 하VV,5,7312,5,TRUE
5753,응징NNG을JKO,하VV,응징NNG을JKO 하VV,2,7312,2,TRUE
5755,느낌NNG을JKO,주VV,느낌NNG을JKO 주VV,15,324,3,FALSE
5780,국어NNG을JKO,가르키VV,국어NNG을JKO 가르키VV,10,8,2,FALSE
5781,강사NNG을JKO,하VV,강사NNG을JKO 하VV,3,7312,2,FALSE
5792,진실NNG을JKO,얘기NNG하XSV,진실NNG을JKO 얘기NNG하XSV,9,86,2,FALSE
5797,고백NNG을JKO,하VV,고백NNG을JKO 하VV,5,7312,5,TRUE
5799,사실NNG을JKO,알VV,사실NNG을JKO 알VV,7,285,2,FALSE
5805,상처NNG을JKO,받VV,상처NNG을JKO 받VV,8,426,5,TRUE
5813,영화NNG을JKO,만들VV,영화NNG을JKO 만들VV,58,344,2,FALSE
5815,포스터NNG을JKO,보VV,포스터NNG을JKO 보VV,2,1238,2,FALSE
5827,제작NNG을JKO,하VV,제작NNG을JKO 하VV,5,7312,4,TRUE
5835,포기NNG을JKO,하VV,포기NNG을JKO 하VV,7,7312,7,TRUE
5836,난리NNG을JKO,치VV,난리NNG을JKO 치VV,9,84,7,TRUE
5855,계획NNG을JKO,하VV,계획NNG을JKO 하VV,44,7312,6,TRUE
5867,냉동NNG을JKO,시키VV,냉동NNG을JKO 시키VV,2,200,2,TRUE
5873,약NNG을JKO,먹VV,약NNG을JKO 먹VV,23,244,11,FALSE
5879,결심NNG을JKO,하VV,결심NNG을JKO 하VV,3,7312,3,TRUE
5886,옵션NNG을JKO,주VV,옵션NNG을JKO 주VV,6,324,3,FALSE
5894,여자NNG을JKO,죽이VV,여자NNG을JKO 죽이VV,30,21,3,FALSE
5895,머리NNG을JKO,굴리VV,머리NNG을JKO 굴리VV,29,4,2,TRUE
5905,장NNG을JKO,보VV,장NNG을JKO 보VV,9,1238,2,TRUE
5908,집중NNG을JKO,하VV,집중NNG을JKO 하VV,4,7312,4,TRUE
5912,연기NNG을JKO,하VV,연기NNG을JKO 하VV,10,7312,8,TRUE
5917,흥행NNG을JKO,하VV,흥행NNG을JKO 하VV,3,7312,3,TRUE
5929,변신NNG을JKO,하VV,변신NNG을JKO 하VV,3,7312,3,TRUE
5935,마음NNG을JKO,가지VV,마음NNG을JKO 가지VV,37,568,4,FALSE
5943,인정NNG을JKO,받VV,인정NNG을JKO 받VV,40,426,9,TRUE
5960,여자NNG을JKO,보VV,여자NNG을JKO 보VV,30,1238,4,FALSE
5964,해독NNG을JKO,하VV,해독NNG을JKO 하VV,2,7312,2,TRUE
5965,암호NNG을JKO,해독NNG하XSV,암호NNG을JKO 해독NNG하XSV,7,5,4,TRUE
5966,번호NNG을JKO,누르VV,번호NNG을JKO 누르VV,12,43,3,FALSE
5973,프로포즈NNG을JKO,하VV,프로포즈NNG을JKO 하VV,3,7312,3,TRUE
5979,양복NNG을JKO,입VV,양복NNG을JKO 입VV,4,72,3,TRUE
5989,투입NNG을JKO,하VV,투입NNG을JKO 하VV,4,7312,3,TRUE
5994,사람NNG들XSN을JKO,보VV,사람NNG들XSN을JKO 보VV,35,1238,3,FALSE
5999,허락NNG을JKO,하VV,허락NNG을JKO 하VV,20,7312,5,TRUE
6004,마음NNG을JKO,갖VV,마음NNG을JKO 갖VV,37,306,4,FALSE
6016,노벨NNP경제학NNG상NNG을JKO,타VV,노벨NNP경제학NNG상NNG을JKO 타VV,2,120,2,FALSE
6030,필기NNG을JKO,하VV,필기NNG을JKO 하VV,3,7312,3,TRUE
6034,과정NNG을JKO,보VV,과정NNG을JKO 보VV,28,1238,2,FALSE
6062,대회NNG을JKO,하VV,대회NNG을JKO 하VV,8,7312,4,FALSE
6063,흉내NNG을JKO,내VV,흉내NNG을JKO 내VV,5,178,5,TRUE
6070,숙제NNG을JKO,시키VV,숙제NNG을JKO 시키VV,6,200,2,FALSE
6075,패스NNG을JKO,하VV,패스NNG을JKO 하VV,8,7312,6,TRUE
6092,속NNG을JKO,드러내VV,속NNG을JKO 드러내VV,9,18,2,TRUE
6098,입학NNG을JKO,하VV,입학NNG을JKO 하VV,2,7312,2,TRUE
6099,직장NNG을JKO,다니VV,직장NNG을JKO 다니VV,12,49,3,FALSE
6101,수다NNG을JKO,떨VV,수다NNG을JKO 떨VV,3,8,3,TRUE
6102,학기NNG을JKO,보내VV,학기NNG을JKO 보내VV,5,72,2,FALSE
6108,차NNG을JKO,가지VV,차NNG을JKO 가지VV,44,568,2,FALSE
6110,지갑NNG을JKO,열VV,지갑NNG을JKO 열VV,10,52,2,TRUE
6115,생활NNG을JKO,즐기VV,생활NNG을JKO 즐기VV,56,11,3,FALSE
6123,선생NNG님XSN을JKO,하VV,선생NNG님XSN을JKO 하VV,10,7312,3,FALSE
6124,한국어NNG을JKO,가르치VV,한국어NNG을JKO 가르치VV,19,36,6,FALSE
6128,책NNG을JKO,가지VV,책NNG을JKO 가지VV,67,568,3,FALSE
6129,칭찬NNG을JKO,받VV,칭찬NNG을JKO 받VV,18,426,2,TRUE
6130,국어NNG을JKO,하VV,국어NNG을JKO 하VV,10,7312,3,FALSE
6136,국문과NNG을JKO,쓰VV,국문과NNG을JKO 쓰VV,3,509,2,FALSE
6150,컴퓨터NNG을JKO,배우VV,컴퓨터NNG을JKO 배우VV,19,106,2,FALSE
6159,주제NNG을JKO,주VV,주제NNG을JKO 주VV,20,324,2,FALSE
6165,노래NNG을JKO,듣VV,노래NNG을JKO 듣VV,29,268,2,FALSE
6175,편지NNG을JKO,보내VV,편지NNG을JKO 보내VV,25,72,4,FALSE
6177,개학NNG을JKO,하VV,개학NNG을JKO 하VV,3,7312,3,TRUE
6178,편지NNG을JKO,하VV,편지NNG을JKO 하VV,25,7312,5,TRUE
6195,평NNG을JKO,하VV,평NNG을JKO 하VV,2,7312,2,TRUE
6200,문제NNG을JKO,다루VV,문제NNG을JKO 다루VV,59,36,3,FALSE
6203,제공NNG을JKO,하VV,제공NNG을JKO 하VV,5,7312,4,TRUE
6214,메일NNG을JKO,보내VV,메일NNG을JKO 보내VV,9,72,5,FALSE
6219,생각NNG들XSN을JKO,하VV,생각NNG들XSN을JKO 하VV,2,7312,2,FALSE
6224,일본말NNG을JKO,배우VV,일본말NNG을JKO 배우VV,2,106,2,FALSE
6225,스터디NNG을JKO,하VV,스터디NNG을JKO 하VV,15,7312,15,TRUE
6226,가사NNG을JKO,번역NNG하XSV,가사NNG을JKO 번역NNG하XSV,6,3,2,FALSE
6228,선NNG을JKO,보VV,선NNG을JKO 보VV,8,1238,2,TRUE
6238,보충NNG을JKO,하VV,보충NNG을JKO 하VV,4,7312,4,TRUE
6247,스트레스NNG을JKO,받VV,스트레스NNG을JKO 받VV,4,426,2,TRUE
6248,대학NNG을JKO,가VV,대학NNG을JKO 가VV,31,336,20,FALSE
6258,사투리NNG을JKO,쓰VV,사투리NNG을JKO 쓰VV,7,509,5,TRUE
6272,여유NNG을JKO,가지VV,여유NNG을JKO 가지VV,10,568,2,TRUE
6274,문학NNG을JKO,하VV,문학NNG을JKO 하VV,5,7312,2,FALSE
6282,고생NNG을JKO,하VV,고생NNG을JKO 하VV,7,7312,7,TRUE
6298,컴퓨터NNG을JKO,키VV,컴퓨터NNG을JKO 키VV,19,10,3,FALSE
6300,인터넷NNG을JKO,하VV,인터넷NNG을JKO 하VV,18,7312,3,FALSE
6302,연결NNG을JKO,하VV,연결NNG을JKO 하VV,19,7312,7,TRUE
6316,일례NNG을JKO,들VV,일례NNG을JKO 들VV,3,475,3,TRUE
6320,예NNG을JKO,보이VV,예NNG을JKO 보이VV,398,164,2,FALSE
6322,이혼NNG을JKO,하VV,이혼NNG을JKO 하VV,5,7312,5,TRUE
6323,재혼NNG을JKO,하VV,재혼NNG을JKO 하VV,2,7312,2,TRUE
6333,일NNG을JKO,벌이VV,일NNG을JKO 벌이VV,183,4,2,TRUE
6340,친구NNG을JKO,위하VV,친구NNG을JKO 위하VV,27,245,2,FALSE
6357,휴가NNG을JKO,나오VV,휴가NNG을JKO 나오VV,5,41,3,TRUE
6358,칼자루NNG을JKO,주VV,칼자루NNG을JKO 주VV,2,324,2,FALSE
6379,타협NNG을JKO,하VV,타협NNG을JKO 하VV,3,7312,3,TRUE
6382,애기NNG을JKO,낳VV,애기NNG을JKO 낳VV,10,18,2,FALSE
6386,설거지NNG을JKO,하VV,설거지NNG을JKO 하VV,4,7312,4,TRUE
6387,기도NNG을JKO,드리VV,기도NNG을JKO 드리VV,19,139,5,TRUE
6439,옷NNG을JKO,보VV,옷NNG을JKO 보VV,76,1238,4,FALSE
6444,작품NNG론XSN을JKO,하VV,작품NNG론XSN을JKO 하VV,2,7312,2,FALSE
6450,볼펜NNG을JKO,사VV,볼펜NNG을JKO 사VV,4,157,2,FALSE
6468,물NNG을JKO,주VV,물NNG을JKO 주VV,29,324,3,FALSE
6473,집착NNG을JKO,하VV,집착NNG을JKO 하VV,4,7312,3,TRUE
6486,거리NNG을JKO,두VV,거리NNG을JKO 두VV,16,74,2,TRUE
6488,여자NNG을JKO,데려가VV,여자NNG을JKO 데려가VV,30,6,2,FALSE
6504,모습NNG을JKO,하VV,모습NNG을JKO 하VV,34,7312,2,TRUE
6514,옷NNG을JKO,벗VV,옷NNG을JKO 벗VV,76,9,3,TRUE
6521,냄새NNG을JKO,맡VV,냄새NNG을JKO 맡VV,5,41,2,TRUE
6540,대입NNG을JKO,하VV,대입NNG을JKO 하VV,3,7312,3,TRUE
6543,지원NNG을JKO,하VV,지원NNG을JKO 하VV,11,7312,9,TRUE
6551,친구NNG을JKO,죽이VV,친구NNG을JKO 죽이VV,27,21,2,FALSE
6552,탈NNG을JKO,쓰VV,탈NNG을JKO 쓰VV,2,509,2,TRUE
6575,기계NNG을JKO,사VV,기계NNG을JKO 사VV,8,157,2,FALSE
6581,직장NNG을JKO,잡VV,직장NNG을JKO 잡VV,12,112,3,TRUE
6591,운영NNG을JKO,하VV,운영NNG을JKO 하VV,2,7312,2,TRUE
6605,장가NNG을JKO,가VV,장가NNG을JKO 가VV,2,336,2,TRUE
6617,우대NNG을JKO,하VV,우대NNG을JKO 하VV,2,7312,2,TRUE
6639,번호NNG을JKO,보VV,번호NNG을JKO 보VV,12,1238,2,FALSE
6647,양해NNG을JKO,구하VV,양해NNG을JKO 구하VV,4,46,3,TRUE
6673,길NNG을JKO,걷VV,길NNG을JKO 걷VV,26,8,2,FALSE
6675,일NNG을JKO,어쩌VV,일NNG을JKO 어쩌VV,183,6,2,FALSE
6677,과목NNG을JKO,듣VV,과목NNG을JKO 듣VV,10,268,3,FALSE
6683,수업NNG을JKO,섭렵NNG하XSV,수업NNG을JKO 섭렵NNG하XSV,66,3,2,FALSE
6689,일지NNG을JKO,쓰VV,일지NNG을JKO 쓰VV,3,509,2,FALSE
6706,동의NNG을JKO,구하VV,동의NNG을JKO 구하VV,14,46,2,TRUE
6712,소독NNG을JKO,하VV,소독NNG을JKO 하VV,3,7312,3,TRUE
6722,얼마NNG을JKO,받VV,얼마NNG을JKO 받VV,11,426,2,FALSE
6723,머리NNG을JKO,짜르VV,머리NNG을JKO 짜르VV,29,8,2,FALSE
6731,문자NNG을JKO,보내VV,문자NNG을JKO 보내VV,13,72,5,FALSE
6743,태권도NNG을JKO,배우VV,태권도NNG을JKO 배우VV,2,106,2,FALSE
6744,방학NNG을JKO,하VV,방학NNG을JKO 하VV,3,7312,3,TRUE
6760,무리NNG을JKO,하VV,무리NNG을JKO 하VV,5,7312,4,TRUE
6776,배치NNG을JKO,받VV,배치NNG을JKO 받VV,5,426,4,TRUE
6780,계획NNG을JKO,세우VV,계획NNG을JKO 세우VV,44,67,29,TRUE
6786,시간NNG을JKO,버리VV,시간NNG을JKO 버리VV,89,20,2,FALSE
6798,말NNG을JKO,걸VV,말NNG을JKO 걸VV,480,41,4,TRUE
6802,시간NNG을JKO,가VV,시간NNG을JKO 가VV,89,336,2,FALSE
6808,뺨NNG을JKO,때리VV,뺨NNG을JKO 때리VV,7,26,6,FALSE
6812,용기NNG을JKO,얻VV,용기NNG을JKO 얻VV,9,60,3,TRUE
6823,수술NNG을JKO,하VV,수술NNG을JKO 하VV,4,7312,3,TRUE
6827,전역NNG을JKO,하VV,전역NNG을JKO 하VV,4,7312,4,TRUE
6845,편입NNG을JKO,하VV,편입NNG을JKO 하VV,3,7312,2,TRUE
6862,교정NNG을JKO,하VV,교정NNG을JKO 하VV,5,7312,3,TRUE
6874,동질NNG감XSN을JKO,느끼VV,동질NNG감XSN을JKO 느끼VV,4,87,4,TRUE
6878,자신NNG을JKO,보VV,자신NNG을JKO 보VV,14,1238,3,FALSE
6880,사람NNG을JKO,소개NNG시키XSV,사람NNG을JKO 소개NNG시키XSV,98,9,3,FALSE
6891,이름NNG을JKO,올리VV,이름NNG을JKO 올리VV,55,47,4,TRUE
6934,씨뿔NNG을JKO,받VV,씨뿔NNG을JKO 받VV,2,426,2,FALSE
6952,고충NNG을JKO,말NNG하XSV,고충NNG을JKO 말NNG하XSV,2,105,2,FALSE
6954,이메일NNG을JKO,보내VV,이메일NNG을JKO 보내VV,4,72,2,FALSE
6980,서울말NNG을JKO,쓰VV,서울말NNG을JKO 쓰VV,2,509,2,FALSE
6988,낙지NNG을JKO,찾VV,낙지NNG을JKO 찾VV,2,136,2,FALSE
7002,오빠NNG을JKO,보VV,오빠NNG을JKO 보VV,9,1238,2,FALSE
7004,알바NNG을JKO,하VV,알바NNG을JKO 하VV,2,7312,2,TRUE
7006,눈치NNG을JKO,채VV,눈치NNG을JKO 채VV,12,2,2,TRUE
7012,경험NNG을JKO,시키VV,경험NNG을JKO 시키VV,21,200,2,TRUE
7040,점수NNG을JKO,매기VV,점수NNG을JKO 매기VV,50,12,5,TRUE
7042,진실게임NNG을JKO,하VV,진실게임NNG을JKO 하VV,5,7312,4,FALSE
7048,배낭여행NNG을JKO,가VV,배낭여행NNG을JKO 가VV,2,336,2,FALSE
7049,통화NNG을JKO,하VV,통화NNG을JKO 하VV,7,7312,4,TRUE
7062,작업NNG을JKO,들어가VV,작업NNG을JKO 들어가VV,31,41,2,FALSE
7081,무안NNG을JKO,주VV,무안NNG을JKO 주VV,3,324,3,TRUE
7101,책NNG을JKO,쓰VV,책NNG을JKO 쓰VV,67,509,3,FALSE
7130,접촉NNG을JKO,하VV,접촉NNG을JKO 하VV,3,7312,3,TRUE
7132,모자NNG을JKO,쓰VV,모자NNG을JKO 쓰VV,2,509,2,TRUE
7145,물NNG을JKO,먹VV,물NNG을JKO 먹VV,29,244,4,TRUE
7150,대필NNG을JKO,하VV,대필NNG을JKO 하VV,2,7312,2,TRUE
7153,알NNG을JKO,먹VV,알NNG을JKO 먹VV,7,244,3,FALSE
7156,땀NNG을JKO,내VV,땀NNG을JKO 내VV,5,178,2,TRUE
7163,고춧가루NNG을JKO,타VV,고춧가루NNG을JKO 타VV,2,120,2,FALSE
7187,환경NNG을JKO,만들VV,환경NNG을JKO 만들VV,10,344,3,FALSE
7190,힘NNG을JKO,얻VV,힘NNG을JKO 얻VV,48,60,8,FALSE
7196,생식NNG을JKO,하VV,생식NNG을JKO 하VV,3,7312,2,FALSE
7198,볼일NNG을JKO,보VV,볼일NNG을JKO 보VV,2,1238,2,TRUE
7199,한약NNG을JKO,먹VV,한약NNG을JKO 먹VV,2,244,2,FALSE
7207,폭식NNG을JKO,하VV,폭식NNG을JKO 하VV,3,7312,3,TRUE
7215,사탕NNG을JKO,먹VV,사탕NNG을JKO 먹VV,3,244,2,FALSE
7218,섭취NNG을JKO,하VV,섭취NNG을JKO 하VV,2,7312,2,TRUE
7220,과일NNG을JKO,먹VV,과일NNG을JKO 먹VV,4,244,3,FALSE
7223,이용NNG을JKO,하VV,이용NNG을JKO 하VV,21,7312,20,TRUE
7227,공복NNG감XSN을JKO,느끼VV,공복NNG감XSN을JKO 느끼VV,2,87,2,FALSE
7239,아침NNG을JKO,먹VV,아침NNG을JKO 먹VV,2,244,2,FALSE
7244,부담NNG을JKO,주VV,부담NNG을JKO 주VV,14,324,4,TRUE
7254,부케NNG을JKO,받VV,부케NNG을JKO 받VV,3,426,3,FALSE
7259,선물NNG을JKO,주VV,선물NNG을JKO 주VV,9,324,2,FALSE
7280,담배NNG을JKO,끊VV,담배NNG을JKO 끊VV,11,25,2,FALSE
7294,메신저NNG을JKO,켜VV,메신저NNG을JKO 켜VV,3,12,2,FALSE
7297,군대NNG을JKO,가VV,군대NNG을JKO 가VV,24,336,19,FALSE
7320,노숙NNG을JKO,하VV,노숙NNG을JKO 하VV,2,7312,2,TRUE
7323,첫차NNG을JKO,타VV,첫차NNG을JKO 타VV,2,120,2,FALSE
7330,이벤트NNG을JKO,하VV,이벤트NNG을JKO 하VV,4,7312,2,FALSE
7332,노출NNG을JKO,시키VV,노출NNG을JKO 시키VV,4,200,2,TRUE
7338,퍼스트NNG을JKO,만나VV,퍼스트NNG을JKO 만나VV,3,108,2,FALSE
7344,조절NNG을JKO,하VV,조절NNG을JKO 하VV,6,7312,5,TRUE
7349,대우NNG을JKO,하VV,대우NNG을JKO 하VV,2,7312,2,TRUE
7350,바람NNG을JKO,피VV,바람NNG을JKO 피VV,6,9,2,TRUE
7388,애NNG들XSN을JKO,보VV,애NNG들XSN을JKO 보VV,25,1238,2,FALSE
7412,오바이트NNG을JKO,하VV,오바이트NNG을JKO 하VV,3,7312,3,TRUE
7423,벽NNG을JKO,잡VV,벽NNG을JKO 잡VV,5,112,2,FALSE
7448,상대NNG을JKO,하VV,상대NNG을JKO 하VV,5,7312,2,TRUE
7449,일NNG을JKO,맡VV,일NNG을JKO 맡VV,183,41,3,FALSE
7460,팩스NNG을JKO,쓰VV,팩스NNG을JKO 쓰VV,4,509,3,FALSE
7471,목숨NNG을JKO,걸VV,목숨NNG을JKO 걸VV,4,41,2,TRUE
7473,애NNG을JKO,키우VV,애NNG을JKO 키우VV,41,29,2,FALSE
7476,통역NNG을JKO,하VV,통역NNG을JKO 하VV,3,7312,3,TRUE
7488,군대NNG을JKO,갔다오VV,군대NNG을JKO 갔다오VV,24,15,3,FALSE
